N,seed,solver,t,status,opt_type
200,12,scipy.slsqp,0.8482730388641357,ok,nlp
200,12,scipy.cobyla,28.333658933639526,2,nlp
200,12,scipy.trust-constr,26.905545234680176,0,nlp
200,12,pyomo.ipopt,0.15291285514831543,ok,nlp
200,12,pyomo.cbc,0.7242863178253174,ok,lp
200,12,pyomo.glpk,0.32465100288391113,ok,lp
200,12,cvxpy.cbc,0.3051178455352783,ok,lp
200,12,cvxpy.glpk,0.16201496124267578,ok,lp
200,12,cvxpy.ecos,0.14839601516723633,ok,lp
