N,seed,solver,t,status,opt_type
50,1,scipy.slsqp,0.04673910140991211,8,nlp
50,1,scipy.cobyla,0.45353007316589355,2,nlp
50,1,scipy.trust-constr,5.042018175125122,2,nlp
50,1,pyomo.ipopt,0.0516209602355957,ok,nlp
50,1,pyomo.cbc,0.19622302055358887,ok,lp
50,1,pyomo.glpk,0.08535909652709961,ok,lp
50,1,cvxpy.cbc,0.0728158950805664,ok,lp
50,1,cvxpy.glpk,0.10652637481689453,ok,lp
50,1,cvxpy.ecos,14.261188268661499,optimal_inaccurate,lp
