N,seed,solver,opt_type,t,status
20,16,scipy.slsqp,NLP,0.004652976989746094,ok
20,16,scipy.cobyla,NLP,0.01328730583190918,ok
20,16,scipy.trust-constr,NLP,1.3159821033477783,ok
20,16,pyomo.ipopt,NLP,0.052973031997680664,ok
20,16,pyomo.cbc,MILP,0.09044027328491211,ok
20,16,pyomo.glpk,MILP,0.04656577110290527,ok
20,16,cvxpy.cbc,MILP,0.021757841110229492,ok
20,16,cvxpy.glpk,MILP,0.00957179069519043,ok
20,16,cvxpy.ecos,MILP,0.017095088958740234,ok
