N,seed,solver,t,status,opt_type
50,13,scipy.slsqp,0.05050396919250488,ok,nlp
50,13,scipy.cobyla,0.49424004554748535,ok,nlp
50,13,scipy.trust-constr,3.8522729873657227,ok,nlp
50,13,pyomo.ipopt,0.08934402465820312,ok,nlp
50,13,pyomo.cbc,0.21979904174804688,ok,lp
50,13,pyomo.glpk,0.09604310989379883,ok,lp
50,13,cvxpy.cbc,0.06863093376159668,ok,lp
50,13,cvxpy.glpk,0.036534786224365234,ok,lp
50,13,cvxpy.ecos,0.04942727088928223,ok,lp
