N,seed,solver,t,status,opt_type
20,6,scipy.slsqp,0.02154707908630371,ok,nlp
20,6,scipy.cobyla,0.05680513381958008,ok,nlp
20,6,scipy.trust-constr,0.8440999984741211,ok,nlp
20,6,pyomo.ipopt,0.046579837799072266,ok,nlp
20,6,pyomo.cbc,0.17592692375183105,ok,lp
20,6,pyomo.glpk,0.04443717002868652,ok,lp
20,6,cvxpy.cbc,0.12151384353637695,ok,lp
20,6,cvxpy.glpk,0.015115022659301758,ok,lp
20,6,cvxpy.ecos,6.306333303451538,infeasible_inaccurate,lp
